id,title,assignee,inventor,priority_date,filing_date,publication_date,grant_date,result_link,representative_figure_link
JP-2022160319-A,Digital design content providing method ,,,06/04/2021,06/04/2021,19/10/2022,,https://patents.google.com/patent/JP2022160319A/en,https://patentimages.storage.googleapis.com/38/8b/20/2072c831130130/2022160319000002.png
JP-2023522258-A,Methods for implementing a digital coin system using blockchain ,,,21/04/2020,16/04/2021,29/05/2023,,https://patents.google.com/patent/JP2023522258A/en,https://patentimages.storage.googleapis.com/52/6e/a7/7d675d1674969a/2023522258000124.png
JP-6752384-B1,"Virtual bond collection device, virtual bond collection program and virtual bond collection method ",,,30/07/2019,30/07/2019,09/09/2020,09/09/2020,https://patents.google.com/patent/JP6752384B1/en,https://patentimages.storage.googleapis.com/1b/2e/d1/b42ab7ca0de44e/0006752384-2.png
JP-2023524237-A,Systems and methods for medical injectors and injection management platforms ,,,01/05/2020,03/05/2021,09/06/2023,,https://patents.google.com/patent/JP2023524237A/en,https://patentimages.storage.googleapis.com/3d/cc/f8/a962902b4d3cb7/2023524237000002.png
JP-6696672-B1,Challenge support system ,,,21/12/2018,29/08/2019,20/05/2020,20/05/2020,https://patents.google.com/patent/JP6696672B1/en,https://patentimages.storage.googleapis.com/39/fe/5b/b9d722c8758b75/0006696672-2.png
JP-6843327-B1,"Voting system, voting program ",,,20/09/2019,20/09/2019,17/03/2021,17/03/2021,https://patents.google.com/patent/JP6843327B1/en,https://patentimages.storage.googleapis.com/46/16/c1/9b6ce9d7d03fac/0006843327-2.png
JP-6840319-B1,Transaction information processing system ,,,24/09/2019,24/09/2019,10/03/2021,10/03/2021,https://patents.google.com/patent/JP6840319B1/en,https://patentimages.storage.googleapis.com/5f/92/36/35dd716d3b27b1/0006840319-2.png
JP-2023527811-A,"Method, apparatus, and computer readable medium for authentication and authorization of networked data transactions ",,,27/05/2020,27/05/2021,30/06/2023,,https://patents.google.com/patent/JP2023527811A/en,https://patentimages.storage.googleapis.com/78/e3/c4/d5fdcf289e9bde/2023527811000021.png
JP-6666511-B1,"Apparatus, method and program for evacuating cryptocurrency ",,,01/11/2019,01/11/2019,13/03/2020,13/03/2020,https://patents.google.com/patent/JP6666511B1/en,https://patentimages.storage.googleapis.com/ef/0b/46/b556c33813d66b/0006666511-2.png
JP-6774073-B1,Information processing device ,,,19/11/2019,19/11/2019,21/10/2020,21/10/2020,https://patents.google.com/patent/JP6774073B1/en,https://patentimages.storage.googleapis.com/91/c8/84/814b6beb1557e4/0006774073-2.png
JP-2023535605-A,E-wallets that allow expiry of cryptocurrencies ,,,28/07/2020,20/07/2021,18/08/2023,,https://patents.google.com/patent/JP2023535605A/en,
JP-2023016527-A,Information processing system ,,,21/07/2021,21/07/2021,02/02/2023,,https://patents.google.com/patent/JP2023016527A/en,https://patentimages.storage.googleapis.com/60/d8/48/ef21cebe86125f/2023016527000002.png
JP-6799837-B1,Electronic currency usage information system and electronic currency usage method ,,,24/01/2020,24/01/2020,16/12/2020,16/12/2020,https://patents.google.com/patent/JP6799837B1/en,https://patentimages.storage.googleapis.com/24/b0/37/38f196b7ed0257/0006799837-2.png
JP-2023028578-A,Creation method for appendix of commodity or service ,,,19/08/2021,19/08/2021,03/03/2023,,https://patents.google.com/patent/JP2023028578A/en,https://patentimages.storage.googleapis.com/ec/08/76/e4299d5da0a6c9/2023028578000002.png
JP-6894033-B1,Appraisal certification system ,,,15/06/2020,15/06/2020,23/06/2021,23/06/2021,https://patents.google.com/patent/JP6894033B1/en,https://patentimages.storage.googleapis.com/21/87/6b/f78676b5c7d2dc/0006894033-2.png
JP-2020511930-A,Micro inverter and controller ,,,16/03/2017,16/03/2018,16/04/2020,,https://patents.google.com/patent/JP2020511930A/en,https://patentimages.storage.googleapis.com/64/44/87/033ebadd71d834/2020511930-3.png
JP-2019175249-A,"ICO management method, communication device, ICO management system and program ",,,29/03/2018,29/03/2018,10/10/2019,,https://patents.google.com/patent/JP2019175249A/en,https://patentimages.storage.googleapis.com/40/f8/7c/5a712c9449809e/2019175249-3.png
JP-7028297-B1,"Nodes, trading systems, blockchain networks, processing methods, and programs ",,,29/09/2020,29/09/2020,02/03/2022,02/03/2022,https://patents.google.com/patent/JP7028297B1/en,https://patentimages.storage.googleapis.com/00/d3/3d/9ed90dce93da0b/0007028297000002.png
JP-WO2020008623-A1,"Resource accommodation support system, resource accommodation support method, and resource accommodation support device ",,,06/07/2018,06/07/2018,17/12/2020,,https://patents.google.com/patent/JPWO2020008623A1/en,https://patentimages.storage.googleapis.com/67/7a/44/01d821e9276687/2020008623-3.png
JP-2020080061-A,"Block chain system, approval terminal, user terminal, history management method, and history management program ",,,13/11/2018,13/11/2018,28/05/2020,,https://patents.google.com/patent/JP2020080061A/en,https://patentimages.storage.googleapis.com/b1/8d/d1/8eafd610aff828/2020080061-3.png
JP-6967211-B1,Fully decentralized blockchain system and computer program for trading crypto assets that prevents illegal transactions while also allowing anonymous users to participate ,,,22/07/2021,22/07/2021,17/11/2021,17/11/2021,https://patents.google.com/patent/JP6967211B1/en,https://patentimages.storage.googleapis.com/60/6e/f1/8f3bcb4f79b5dd/0006967211-2.png
JP-2021521537-A,Self-powered semi-active electronic tag with autonomous processing function and its communication procedure ,,,13/04/2018,22/01/2019,26/08/2021,,https://patents.google.com/patent/JP2021521537A/en,https://patentimages.storage.googleapis.com/fc/a1/6d/d401d5b64c784b/2021521537-5.png
JP-2022519438-A,Online and offline cryptocurrency transfer methods and their systems ,,,19/12/2018,27/03/2019,24/03/2022,,https://patents.google.com/patent/JP2022519438A/en,https://patentimages.storage.googleapis.com/af/91/f5/73ad546dd7cdd5/2022519438000002.png
JP-2020170360-A,Information trade program and information processing device ,,,03/04/2019,03/04/2019,15/10/2020,,https://patents.google.com/patent/JP2020170360A/en,https://patentimages.storage.googleapis.com/de/35/29/fd3d542489b0b2/2020170360-3.png
JP-2021512412-A,Detect and prevent user value-based ransomware ,,,06/05/2018,10/04/2019,13/05/2021,,https://patents.google.com/patent/JP2021512412A/en,https://patentimages.storage.googleapis.com/75/d4/21/e0a75e54b4f45b/2021512412-3.png
JP-2020024668-A,Asset management system and asset management method ,,,02/08/2018,24/04/2019,13/02/2020,,https://patents.google.com/patent/JP2020024668A/en,https://patentimages.storage.googleapis.com/8d/33/c8/96584e75c12da3/2020024668-3.png
JP-2020198060-A,Network system and its operation method ,,,04/06/2019,04/06/2019,10/12/2020,,https://patents.google.com/patent/JP2020198060A/en,
JP-6487091-B1,"ICO management method, communication device, ICO management system and program ",,,29/03/2018,29/03/2018,20/03/2019,20/03/2019,https://patents.google.com/patent/JP6487091B1/en,https://patentimages.storage.googleapis.com/f4/b7/ac/fa6a859caa2945/0006487091-2.png
JP-2021039564-A,"Transaction system, transaction processing program and transaction method ",,,03/09/2019,03/09/2019,11/03/2021,,https://patents.google.com/patent/JP2021039564A/en,https://patentimages.storage.googleapis.com/6b/be/39/4456481181887d/2021039564-3.png
JP-2022500756-A,Tracking supply chain consent history and suitability for complex consumer data using a blockchain distributed ledger ,,,12/09/2018,10/09/2019,04/01/2022,,https://patents.google.com/patent/JP2022500756A/en,https://patentimages.storage.googleapis.com/2b/55/e9/92994d6a95ac84/2022500756-3.png
JP-6592722-B1,Content platform system ,,,02/05/2018,02/05/2018,23/10/2019,23/10/2019,https://patents.google.com/patent/JP6592722B1/en,
JP-6615946-B1,Distributed machine learning system ,,,09/06/2018,09/06/2018,04/12/2019,04/12/2019,https://patents.google.com/patent/JP6615946B1/en,
JP-WO2020085266-A1,"Control methods, fund management systems, programs, and data structures ",,,22/10/2018,18/10/2019,16/09/2021,,https://patents.google.com/patent/JPWO2020085266A1/en,https://patentimages.storage.googleapis.com/4d/bc/1f/abd11f2077df4c/2020085266-3.png
JP-WO2020085267-A1,"Control methods, fund management systems, programs, and data structures ",,,22/10/2018,18/10/2019,16/09/2021,,https://patents.google.com/patent/JPWO2020085267A1/en,https://patentimages.storage.googleapis.com/86/60/72/a8b9066ffa127d/2020085267-3.png
JP-6478361-B1,Blockchain network and determination method therefor ,,,11/08/2018,11/08/2018,06/03/2019,06/03/2019,https://patents.google.com/patent/JP6478361B1/en,https://patentimages.storage.googleapis.com/a7/68/18/849417f9ec586f/0006478361-20.png
JP-6732309-B1,"Information processing apparatus, information processing method, and information processing program ",,,14/08/2019,14/08/2019,29/07/2020,29/07/2020,https://patents.google.com/patent/JP6732309B1/en,https://patentimages.storage.googleapis.com/26/a6/b9/d0f7dcbebbc08f/0006732309-8.png
JP-2023095086-A,Digital asset lending system ,,,24/12/2021,24/12/2021,06/07/2023,,https://patents.google.com/patent/JP2023095086A/en,https://patentimages.storage.googleapis.com/18/8c/2d/61efa06f63ecdc/2023095086000002.png
JP-2023006292-A,Unique blockchain system where multiple currencies and token coexist ,,,30/06/2021,30/06/2021,18/01/2023,,https://patents.google.com/patent/JP2023006292A/en,https://patentimages.storage.googleapis.com/be/c4/68/0161a6e4a36d04/2023006292000001.png
JP-7054288-B1,Program and information processing method ,,,20/08/2020,18/08/2021,13/04/2022,13/04/2022,https://patents.google.com/patent/JP7054288B1/en,https://patentimages.storage.googleapis.com/bd/41/09/254a0950f776b6/0007054288000001.png
JP-7324357-B1,Information processing device and information processing method ,,,21/12/2022,21/12/2022,09/08/2023,09/08/2023,https://patents.google.com/patent/JP7324357B1/en,https://patentimages.storage.googleapis.com/1e/63/28/c52869929345c0/0007324357000002.png
JP-2023102518-A,NFT monitoring program and NFT monitoring system ,,,12/01/2022,12/01/2022,25/07/2023,,https://patents.google.com/patent/JP2023102518A/en,
JP-2022548552-A,Program storage on blockchain ,,,12/09/2019,21/08/2020,21/11/2022,,https://patents.google.com/patent/JP2022548552A/en,https://patentimages.storage.googleapis.com/33/43/5b/3c6e84b8e8ec70/2022548552000004.png
JP-2022189744-A,"Method and apparatus for starting up blockchain system, device, and storage medium ",,,11/06/2021,23/05/2022,22/12/2022,,https://patents.google.com/patent/JP2022189744A/en,https://patentimages.storage.googleapis.com/a2/7b/99/036c504c2d8005/2022189744000002.png
JP-2022167892-A,electronic currency management system ,,,22/04/2021,09/05/2022,04/11/2022,,https://patents.google.com/patent/JP2022167892A/en,https://patentimages.storage.googleapis.com/71/f3/b8/0b61d387e46e1f/2022167892000002.png
JP-2022173124-A,"Method, system, and computer program for reward on cryptocurrency exchange ",,,06/05/2021,02/05/2022,17/11/2022,,https://patents.google.com/patent/JP2022173124A/en,https://patentimages.storage.googleapis.com/f6/2a/f3/446d8f36cb924b/2022173124000002.png
JP-2023117344-A,"Parameter token management program, information processing device and non-fungible token ",,,10/02/2022,07/04/2022,23/08/2023,,https://patents.google.com/patent/JP2023117344A/en,
JP-2022189722-A,"Method and apparatus for operating blockchain system, device and storage medium ",,,11/06/2021,30/03/2022,22/12/2022,,https://patents.google.com/patent/JP2022189722A/en,https://patentimages.storage.googleapis.com/c0/e4/9b/f6e377992acc57/2022189722000002.png
JP-2022140376-A,Electronic payment agency method and system using virtual currency with limit granted based on cryptocurrency provided as collateral ,,,11/03/2021,09/03/2022,26/09/2022,,https://patents.google.com/patent/JP2022140376A/en,https://patentimages.storage.googleapis.com/55/ca/f6/8598524c94d611/2022140376000002.png
JP-2023067688-A,"Transaction support system, transaction support method, and program ",,,10/02/2022,10/02/2022,16/05/2023,,https://patents.google.com/patent/JP2023067688A/en,https://patentimages.storage.googleapis.com/c6/39/80/925f5786cf64b4/2023067688000002.png
JP-2022044815-A,Blockchain system and computer program with improved throughput by dividing blocks ,,,29/01/2022,29/01/2022,17/03/2022,,https://patents.google.com/patent/JP2022044815A/en,https://patentimages.storage.googleapis.com/ac/ab/60/2b563b0610c37a/2022044815000002.png
JP-2023067685-A,"Transaction system, transaction method, and program ",,,27/01/2022,27/01/2022,16/05/2023,,https://patents.google.com/patent/JP2023067685A/en,https://patentimages.storage.googleapis.com/19/ef/30/c42d02f244d67a/2023067685000002.png
JP-2023090602-A,Method and system for processing item attachment/detachment of NFT wearing model ,,,17/12/2021,25/01/2022,29/06/2023,,https://patents.google.com/patent/JP2023090602A/en,https://patentimages.storage.googleapis.com/52/45/7a/974d6909da826e/2023090602000002.png
JP-2022169427-A,"Medical data authentication system, medical data authentication method, and computer program product therefor ",,,27/04/2021,13/01/2022,09/11/2022,,https://patents.google.com/patent/JP2022169427A/en,https://patentimages.storage.googleapis.com/da/9e/de/192d0fc3548109/2022169427000002.png
JP-2023103033-A,Communication management method and communication management system ,,,13/01/2022,13/01/2022,26/07/2023,,https://patents.google.com/patent/JP2023103033A/en,https://patentimages.storage.googleapis.com/a3/c2/5b/74147a74c22945/2023103033000002.png
JP-2023024340-A,"Method for transaction of digital asset, program, and system ",,,06/08/2021,29/07/2022,16/02/2023,,https://patents.google.com/patent/JP2023024340A/en,https://patentimages.storage.googleapis.com/5c/41/1e/cf8a740afedba9/2023024340000002.png
JP-2023039388-A,"Trading system, trading method and program ",,,06/01/2022,06/01/2022,20/03/2023,,https://patents.google.com/patent/JP2023039388A/en,https://patentimages.storage.googleapis.com/d9/9c/d6/e794ae2ca622e3/2023039388000002.png
JP-2023098204-A,Pedigree NFT Program and Pedigree NFT System ,,,28/12/2021,28/12/2021,10/07/2023,,https://patents.google.com/patent/JP2023098204A/en,https://patentimages.storage.googleapis.com/e9/ae/cb/966b0f7e7c02cc/2023098204000002.png
JP-2022120785-A,Electronic messaging security and authentication ,,,05/02/2021,28/12/2021,18/08/2022,,https://patents.google.com/patent/JP2022120785A/en,https://patentimages.storage.googleapis.com/27/fe/44/7b31ce117ac91c/2022120785000002.png
JP-2023082413-A,data processor ,,,02/12/2021,02/12/2021,14/06/2023,,https://patents.google.com/patent/JP2023082413A/en,https://patentimages.storage.googleapis.com/c5/fc/6b/86aca47f6b5585/2023082413000002.png
JP-2023026348-A,Delegated off-chain payment using cryptocurrency ,,,13/08/2021,01/08/2022,24/02/2023,,https://patents.google.com/patent/JP2023026348A/en,https://patentimages.storage.googleapis.com/93/83/9a/884666d27e4eed/2023026348000004.png
JP-2022167763-A,"Information processing apparatus, information processing method, and program ",,,22/04/2021,24/11/2021,04/11/2022,,https://patents.google.com/patent/JP2022167763A/en,https://patentimages.storage.googleapis.com/ff/44/42/2d800206775a4b/2022167763000002.png
JP-2022056424-A,"Node, transaction system, blockchain network, processing method, and program ",,,11/11/2021,11/11/2021,08/04/2022,,https://patents.google.com/patent/JP2022056424A/en,https://patentimages.storage.googleapis.com/75/32/5b/51c6f3bfa1649e/2022056424000002.png
JP-2023064966-A,Determination system of non-fungible token and generation method of determination data ,,,27/10/2021,27/10/2021,12/05/2023,,https://patents.google.com/patent/JP2023064966A/en,https://patentimages.storage.googleapis.com/63/31/a1/6223f3a8ca3275/2023064966000002.png
JP-2023059190-A,Insurance premium reduction system using digital asset ,,,14/10/2021,14/10/2021,26/04/2023,,https://patents.google.com/patent/JP2023059190A/en,https://patentimages.storage.googleapis.com/a7/eb/36/639b19b5f2dda4/2023059190000002.png
JP-2023044766-A,Goods registration system ,,,21/09/2021,21/09/2021,03/04/2023,,https://patents.google.com/patent/JP2023044766A/en,https://patentimages.storage.googleapis.com/37/1f/7b/05d6e3bae5dd16/2023044766000002.png
JP-2023042816-A,"System, information processing device, and control method thereof ",,,15/09/2021,15/09/2021,28/03/2023,,https://patents.google.com/patent/JP2023042816A/en,https://patentimages.storage.googleapis.com/22/c2/5f/576881ed7cc28e/2023042816000006.png
JP-2023038100-A,Computer implementation method and computer system ,,,06/09/2021,06/09/2021,16/03/2023,,https://patents.google.com/patent/JP2023038100A/en,https://patentimages.storage.googleapis.com/b3/2b/70/a574cc16124009/2023038100000002.png
JP-2023023279-A,Settlement processing system of digital asset ,,,04/08/2021,04/08/2021,16/02/2023,,https://patents.google.com/patent/JP2023023279A/en,https://patentimages.storage.googleapis.com/d2/98/4c/1dfe1c5d1e7275/2023023279000002.png
JP-2023014548-A,"Information processing device, information processing method, and program ",,,19/07/2021,19/07/2021,31/01/2023,,https://patents.google.com/patent/JP2023014548A/en,https://patentimages.storage.googleapis.com/f7/9a/fb/f53b9e5b6d545d/2023014548000002.png
JP-2023087859-A,"NFT issuance support device, control method and program for NFT issuance support device ",,,14/12/2021,14/12/2021,26/06/2023,,https://patents.google.com/patent/JP2023087859A/en,https://patentimages.storage.googleapis.com/b8/2e/b8/bf7d4201d44b16/2023087859000002.png
JP-2022191980-A,"Method for displaying moving image corresponding to still picture, system, tangible medium, and method for manufacturing tangible medium ",,,16/06/2021,16/06/2021,28/12/2022,,https://patents.google.com/patent/JP2022191980A/en,https://patentimages.storage.googleapis.com/30/14/f6/d2bb83fbef39c6/2022191980000002.png
JP-2022191974-A,Trading order processing system using digital assets ,,,16/06/2021,16/06/2021,28/12/2022,,https://patents.google.com/patent/JP2022191974A/en,https://patentimages.storage.googleapis.com/06/96/b4/5af6add7b30f41/2022191974000008.png
JP-2023533206-A,Method and system for merchant cryptocurrency receipt via payment rail ,,,24/06/2020,24/05/2021,02/08/2023,,https://patents.google.com/patent/JP2023533206A/en,https://patentimages.storage.googleapis.com/62/80/86/e690e72ea0d5be/2023533206000002.png
JP-2023529467-A,custom transaction script ,,,12/06/2020,12/05/2021,10/07/2023,,https://patents.google.com/patent/JP2023529467A/en,https://patentimages.storage.googleapis.com/02/8d/62/2de120c1529599/2023529467000004.png
JP-2022157519-A,"Information processing method, information processing system, information processing device, and information processing program ",,,31/03/2021,31/03/2021,14/10/2022,,https://patents.google.com/patent/JP2022157519A/en,https://patentimages.storage.googleapis.com/98/7d/48/aab57c6e6142c0/2022157519000002.png
JP-2023518761-A,Methods and systems for representing scalar digital assets using hash chains ,,,20/03/2020,17/03/2021,08/05/2023,,https://patents.google.com/patent/JP2023518761A/en,https://patentimages.storage.googleapis.com/12/b0/c5/8223181c7f1f54/2023518761000003.png
JP-2023509006-A,"BLOCKCHAIN DATA ARCHIVING METHOD, BLOCKCHAIN DATA ARCHIVING DEVICE, ELECTRONIC DEVICE, AND COMPUTER PROGRAM ",,,24/04/2020,12/03/2021,06/03/2023,,https://patents.google.com/patent/JP2023509006A/en,https://patentimages.storage.googleapis.com/52/33/9e/eb461663411378/2023509006000005.png
JP-2021093212-A,"Virtual currency management apparatus, virtual currency management system, virtual currency management method, and computer program ",,,08/03/2021,08/03/2021,17/06/2021,,https://patents.google.com/patent/JP2021093212A/en,https://patentimages.storage.googleapis.com/15/37/1c/58f36d47fccc65/2021093212-3.png
JP-2023513845-A,An event stream about the sequence of events related to the blockchain ,,,19/02/2020,15/02/2021,03/04/2023,,https://patents.google.com/patent/JP2023513845A/en,https://patentimages.storage.googleapis.com/8c/19/ce/40a52ad908efcb/2023513845000006.png
JP-2023513848-A,Computing services for blockchain-related service platforms ,,,19/02/2020,15/02/2021,03/04/2023,,https://patents.google.com/patent/JP2023513848A/en,https://patentimages.storage.googleapis.com/30/55/c0/0431cb40cdce23/2023513848000007.png
JP-2023515435-A,A platform for multiple services related to blockchain ,,,19/02/2020,15/02/2021,13/04/2023,,https://patents.google.com/patent/JP2023515435A/en,https://patentimages.storage.googleapis.com/ab/74/18/ba5bc40bfee06b/2023515435000003.png
JP-2023516466-A,Blockchain transaction dual use proof ,,,13/03/2020,12/02/2021,19/04/2023,,https://patents.google.com/patent/JP2023516466A/en,https://patentimages.storage.googleapis.com/8e/10/77/af9f1114e9b4f1/2023516466000002.png
JP-2023516326-A,A method for tracking and managing power supplies by a blockchain-based system ,,,04/03/2020,10/02/2021,19/04/2023,,https://patents.google.com/patent/JP2023516326A/en,https://patentimages.storage.googleapis.com/2f/88/f2/08fe555e0367d5/2023516326000002.png
JP-2021039791-A,Method and device for processing certificate in block chain system ,,,04/12/2020,04/12/2020,11/03/2021,,https://patents.google.com/patent/JP2021039791A/en,
JP-2022084349-A,Computer system and digital asset disposal method ,,,26/11/2020,26/11/2020,07/06/2022,,https://patents.google.com/patent/JP2022084349A/en,https://patentimages.storage.googleapis.com/61/0a/35/0cd2a0c33e3c4d/2022084349000002.png
JP-2023521266-A,Blockchain-based video work management method ,,,30/12/2019,21/09/2020,24/05/2023,,https://patents.google.com/patent/JP2023521266A/en,https://patentimages.storage.googleapis.com/7b/1b/f8/a7ca86b3caea54/2023521266000008.png
JP-2022549625-A,Computer-implemented system and method ,,,30/09/2019,18/09/2020,28/11/2022,,https://patents.google.com/patent/JP2022549625A/en,https://patentimages.storage.googleapis.com/dd/58/e5/ac284d157177d9/2022549625000008.png
JP-2023075891-A,Transaction system and transaction method ,,,24/05/2022,24/05/2022,31/05/2023,,https://patents.google.com/patent/JP2023075891A/en,https://patentimages.storage.googleapis.com/17/e2/5c/bc21516f769f44/2023075891000002.png
JP-2022545048-A,Wireless power trading system and method ,,,16/08/2019,17/08/2020,24/10/2022,,https://patents.google.com/patent/JP2022545048A/en,https://patentimages.storage.googleapis.com/6b/fb/25/815a5e7f5a0d69/2022545048000002.png
JP-2022552025-A,Systems and Methods for Continuous Tracking of Media Playback Using Blockchain ,,,24/06/2020,24/07/2020,15/12/2022,,https://patents.google.com/patent/JP2022552025A/en,https://patentimages.storage.googleapis.com/10/aa/39/bce828bc472a34/2022552025000002.png
JP-2022538689-A,Short message verification method based on blockchain ,,,05/07/2019,01/07/2020,05/09/2022,,https://patents.google.com/patent/JP2022538689A/en,https://patentimages.storage.googleapis.com/86/06/f1/060eeb751d880d/2022538689000002.png
JP-2022547853-A,METHOD AND APPARATUS FOR HOLDING PRIVATE DATA USING CONSORTIUM BLOCKCHAIN ,,,30/03/2020,30/03/2020,16/11/2022,,https://patents.google.com/patent/JP2022547853A/en,https://patentimages.storage.googleapis.com/4d/a3/83/d164a7672a1d7d/2022547853000002.png
JP-2021035041-A,Computer implemented method for cross-chain-interoperability ,,,14/08/2019,24/03/2020,01/03/2021,,https://patents.google.com/patent/JP2021035041A/en,https://patentimages.storage.googleapis.com/a8/0e/88/24cf5719aa15fa/2021035041-5.png
JP-2022527002-A,Event tracking for advanced medical drugs ,,,22/03/2019,23/03/2020,27/05/2022,,https://patents.google.com/patent/JP2022527002A/en,https://patentimages.storage.googleapis.com/db/84/43/17a4bd3aa5bc93/2022527002000002.png
JP-2022528254-A,Methods and devices for fair lottery while reducing transaction costs using the blockchain network ,,,22/03/2019,23/03/2020,09/06/2022,,https://patents.google.com/patent/JP2022528254A/en,https://patentimages.storage.googleapis.com/6d/ac/b8/b297160596ec59/2022528254000002.png
JP-2021086360-A,Power transaction system and power transaction method ,,,27/11/2019,27/11/2019,03/06/2021,,https://patents.google.com/patent/JP2021086360A/en,https://patentimages.storage.googleapis.com/64/28/28/0c829bf7d2d471/2021086360-3.png
JP-2021087061-A,"Blockchain system, program, and network connection device ",,,26/11/2019,26/11/2019,03/06/2021,,https://patents.google.com/patent/JP2021087061A/en,https://patentimages.storage.googleapis.com/a2/ff/b1/6a41e81abe2242/2021087061-3.png
JP-2020047274-A,Cryptocurrency trading method and system ,,,19/09/2018,17/09/2019,26/03/2020,,https://patents.google.com/patent/JP2020047274A/en,
JP-2023094491-A,"SERVER, TOKEN DISTRIBUTION SYSTEM AND COMPUTER IMPLEMENTED METHOD ",,,23/12/2021,23/12/2021,05/07/2023,,https://patents.google.com/patent/JP2023094491A/en,https://patentimages.storage.googleapis.com/ba/ae/9d/00215cd03db9fc/2023094491000002.png
JP-2021048430-A,"Transaction recording device, transaction recording method, and transaction recording program ",,,17/09/2019,17/09/2019,25/03/2021,,https://patents.google.com/patent/JP2021048430A/en,https://patentimages.storage.googleapis.com/b7/d6/63/94d7008fb676cc/2021048430-3.png
JP-2021044776-A,"Trust relationship building system, trust relationship building method, and trust relationship building program ",,,13/09/2019,13/09/2019,18/03/2021,,https://patents.google.com/patent/JP2021044776A/en,https://patentimages.storage.googleapis.com/94/e4/ae/839e51bf65c220/2021044776-3.png
JP-2021043770-A,Information processing apparatus and information processing program ,,,12/09/2019,12/09/2019,18/03/2021,,https://patents.google.com/patent/JP2021043770A/en,https://patentimages.storage.googleapis.com/2b/e3/09/358d556448d88a/2021043770-3.png
JP-2021532475-A,"Domain-Digital Asset-Based Copyright Billing and Revenue Sharing Methods, and Systems. ",,,24/07/2018,23/07/2019,25/11/2021,,https://patents.google.com/patent/JP2021532475A/en,https://patentimages.storage.googleapis.com/95/1b/43/9e9e21ee289a07/2021532475-3.png
JP-2022536450-A,"Method, transaction management device and computer readable medium for facilitating concurrent trading ",,,02/05/2019,02/05/2019,17/08/2022,,https://patents.google.com/patent/JP2022536450A/en,https://patentimages.storage.googleapis.com/dc/f0/71/dd8128de166dac/2022536450000002.png
JP-2020119078-A,"Information processing method, information processing apparatus, program, and information processing system ",,,21/01/2019,21/01/2019,06/08/2020,,https://patents.google.com/patent/JP2020119078A/en,
JP-2019167808-A,"Control method, information processing device, management system and program ",,,23/03/2018,30/10/2018,03/10/2019,,https://patents.google.com/patent/JP2019167808A/en,https://patentimages.storage.googleapis.com/88/d4/76/30728e7de0d236/2019167808-3.png
JP-2020065134-A,Communication system and communication method ,,,16/10/2018,16/10/2018,23/04/2020,,https://patents.google.com/patent/JP2020065134A/en,https://patentimages.storage.googleapis.com/91/7f/ae/24aeb3925c8e46/2020065134-3.png
JP-2020061696-A,"Blockchain management system, blockchain management method, and blockchain management program ",,,12/10/2018,12/10/2018,16/04/2020,,https://patents.google.com/patent/JP2020061696A/en,https://patentimages.storage.googleapis.com/45/aa/b1/f76e7207260811/2020061696-3.png
JP-2023071620-A,Method and system for performing cryptocurrency asset transaction ,,,11/11/2021,07/11/2022,23/05/2023,,https://patents.google.com/patent/JP2023071620A/en,https://patentimages.storage.googleapis.com/75/f9/aa/8ca40ccb1d7f35/2023071620000002.png
JP-7320311-B1,"Trading system, trading method, and management server ",,,27/07/2022,27/07/2022,03/08/2023,03/08/2023,https://patents.google.com/patent/JP7320311B1/en,https://patentimages.storage.googleapis.com/04/87/f8/1d8832da351c18/0007320311000002.png
JP-7266227-B1,"Token management system, computer program, and token management method ",,,08/07/2022,08/07/2022,28/04/2023,28/04/2023,https://patents.google.com/patent/JP7266227B1/en,https://patentimages.storage.googleapis.com/ed/65/9d/3980d5a6504a2b/0007266227000002.png
JP-7265068-B1,Trading system and trading method ,,,24/05/2022,24/05/2022,25/04/2023,25/04/2023,https://patents.google.com/patent/JP7265068B1/en,https://patentimages.storage.googleapis.com/08/6d/2a/46ae44bd47baa7/0007265068000002.png
JP-7231771-B1,Information processing device and information processing method ,,,31/03/2022,31/03/2022,01/03/2023,01/03/2023,https://patents.google.com/patent/JP7231771B1/en,https://patentimages.storage.googleapis.com/df/01/1e/84832eeb90eb17/0007231771000002.png
JP-7231291-B1,"Information processing system, information processing method, server, blockchain node, and program ",,,31/03/2022,31/03/2022,01/03/2023,01/03/2023,https://patents.google.com/patent/JP7231291B1/en,https://patentimages.storage.googleapis.com/1a/be/3d/a121cb8747b8d7/0007231291000009.png
JP-2023026347-A,Blockchain-based Layer 2 application for delegated off-chain payments using cryptocurrencies ,,,13/08/2021,01/08/2022,24/02/2023,,https://patents.google.com/patent/JP2023026347A/en,https://patentimages.storage.googleapis.com/37/99/1f/416fc9905963c2/2023026347000031.png
JP-7106778-B1,"BLOCKCHAIN SYSTEM EXECUTION METHOD, APPARATUS, DEVICE, AND STORAGE MEDIUM ",,,11/06/2021,30/03/2022,26/07/2022,26/07/2022,https://patents.google.com/patent/JP7106778B1/en,https://patentimages.storage.googleapis.com/92/24/e2/b6b46eda305101/0007106778000002.png
JP-7128977-B1,Information processing device and information processing method ,,,23/03/2022,23/03/2022,31/08/2022,31/08/2022,https://patents.google.com/patent/JP7128977B1/en,https://patentimages.storage.googleapis.com/0a/09/43/5084fa3b263cfe/0007128977000002.png
