id,title,assignee,inventor,priority_date,filing_date,publication_date,grant_date,result_link,representative_figure_link
CN-109191118-A,A kind of cruise tourism block chain ,,,09/07/2018,09/07/2018,11/01/2019,,https://patents.google.com/patent/CN109191118A/en,
CN-110727391-A,"Transaction data storage method and device, block chain system, medium and electronic equipment ",,,16/07/2018,16/07/2018,24/01/2020,,https://patents.google.com/patent/CN110727391A/en,https://patentimages.storage.googleapis.com/d6/65/9b/d03529f5417c27/HDA0001731679050000011.png
CN-111445234-A,Intelligent contract program updating system and method based on medical block chain ,,,16/01/2019,16/01/2019,24/07/2020,,https://patents.google.com/patent/CN111445234A/en,https://patentimages.storage.googleapis.com/2f/ee/f5/0e5de85e8c2c43/1901151717001.png
CN-108573433-A,A kind of digital asset management system and method ,,,26/04/2018,26/04/2018,25/09/2018,,https://patents.google.com/patent/CN108573433A/en,
CN-111047451-A,Financial data processing method and device based on block chain ,,,12/10/2018,12/10/2018,21/04/2020,,https://patents.google.com/patent/CN111047451A/en,https://patentimages.storage.googleapis.com/5f/40/d5/4806dfe182a7c6/HDA0001827507290000011.png
CN-111079169-A,Block chain authentication system and block chain authentication method ,,,18/10/2018,18/10/2018,28/04/2020,,https://patents.google.com/patent/CN111079169A/en,https://patentimages.storage.googleapis.com/76/e3/59/638136403eda44/HDA0001832775000000011.png
CN-109509101-A,"A kind of digital asset transaction disk mouth depth merging method, apparatus and system ",,,23/10/2018,23/10/2018,22/03/2019,,https://patents.google.com/patent/CN109509101A/en,
CN-111200618-A,Intelligent contract execution notification pushing method and system ,,,30/10/2018,30/10/2018,26/05/2020,,https://patents.google.com/patent/CN111200618A/en,https://patentimages.storage.googleapis.com/46/bb/9c/acf9735f4b77b3/HDA0001846517230000011.png
CN-111142842-A,Method and system for generating random time on block chain ,,,05/11/2018,05/11/2018,12/05/2020,,https://patents.google.com/patent/CN111142842A/en,https://patentimages.storage.googleapis.com/62/a2/25/22476926f1a241/181025180849.png
CN-111199404-A,AEO qualification dynamic authentication system based on block chain and authentication method using same ,,,19/11/2018,19/11/2018,26/05/2020,,https://patents.google.com/patent/CN111199404A/en,https://patentimages.storage.googleapis.com/a7/c3/b2/669f8be868cbcb/HDA0001871160480000011.png
CN-111209441-A,"Television data sharing method, storage medium and application server ",,,21/11/2018,21/11/2018,29/05/2020,,https://patents.google.com/patent/CN111209441A/en,https://patentimages.storage.googleapis.com/7c/19/79/183359000a01b0/181120151605.png
CN-111240607-A,Image forming system and image forming method ,,,29/11/2018,29/11/2018,05/06/2020,,https://patents.google.com/patent/CN111240607A/en,https://patentimages.storage.googleapis.com/09/34/e7/9018d996076b7f/HDA0001884793080000011.png
CN-109636601-A,Digital asset management system ,,,30/11/2018,30/11/2018,16/04/2019,,https://patents.google.com/patent/CN109636601A/en,
CN-110633922-A,Information verification method and system ,,,31/05/2018,31/05/2018,31/12/2019,,https://patents.google.com/patent/CN110633922A/en,https://patentimages.storage.googleapis.com/48/fb/f8/d4409be5f5169b/HDA0001681266930000031.png
CN-111325494-A,"Inventory management method, device, system and storage medium ",,,14/12/2018,14/12/2018,23/06/2020,,https://patents.google.com/patent/CN111325494A/en,https://patentimages.storage.googleapis.com/58/10/85/82448ad7738752/HDA0001907063840000011.png
CN-110135840-A,The generation of electronic money packet and restoring method ,,,09/02/2018,09/02/2018,16/08/2019,,https://patents.google.com/patent/CN110135840A/en,
CN-110135820-A,The method of commerce of digital asset ,,,09/02/2018,09/02/2018,16/08/2019,,https://patents.google.com/patent/CN110135820A/en,
CN-110084688-A,A kind of block chain loses coin method for retrieving and system ,,,25/01/2018,25/01/2018,02/08/2019,,https://patents.google.com/patent/CN110084688A/en,
CN-109978535-A,A kind of private key processing method of stored value card ,,,28/12/2017,28/12/2017,05/07/2019,,https://patents.google.com/patent/CN109978535A/en,
CN-108033360-A,A kind of active disk roller car ,,,30/11/2017,30/11/2017,15/05/2018,,https://patents.google.com/patent/CN108033360A/en,
CN-108609109-A,A kind of fixed device of chain maintenance ,,,10/12/2016,10/12/2016,02/10/2018,,https://patents.google.com/patent/CN108609109A/en,
CN-108238205-A,Moped velocity sensor ,,,27/12/2016,27/12/2016,03/07/2018,,https://patents.google.com/patent/CN108238205A/en,
CN-106926959-A,Both hands both legs are made a concerted effort riding bicycle assemble method ,,,27/03/2017,27/03/2017,07/07/2017,,https://patents.google.com/patent/CN106926959A/en,
CN-106985957-A,A kind of motorcycle damping petroleum economizer ,,,07/06/2017,07/06/2017,28/07/2017,,https://patents.google.com/patent/CN106985957A/en,
CN-114398082-B,Compatible operation method and device for frame type block chain application ,,,24/03/2022,24/03/2022,27/05/2022,27/05/2022,https://patents.google.com/patent/CN114398082B/en,https://patentimages.storage.googleapis.com/62/eb/d2/f2a2bbb9d6ead1/220429135735.png
CN-114362969-B,"Data verification method, device and equipment based on block chain and storage medium ",,,17/03/2022,17/03/2022,10/06/2022,10/06/2022,https://patents.google.com/patent/CN114362969B/en,https://patentimages.storage.googleapis.com/ef/71/a8/eb4c543d4589b4/220304134319.png
CN-114331442-B,Calling method and device of intelligent contracts in block chain ,,,07/03/2022,07/03/2022,06/05/2022,06/05/2022,https://patents.google.com/patent/CN114331442B/en,https://patentimages.storage.googleapis.com/bf/fd/74/67716a4f6d7936/220228164216.png
CN-114328544-B,"Method, system, equipment and storage medium for storing judicial data based on block chain ",,,02/03/2022,02/03/2022,24/05/2022,24/05/2022,https://patents.google.com/patent/CN114328544B/en,https://patentimages.storage.googleapis.com/96/d6/91/9e18fe496934fc/220222112931.png
CN-116016255-B,Universal blockchain performance evaluation method based on dynamic proxy and intelligent contract ,,,,29/12/2022,15/08/2023,15/08/2023,https://patents.google.com/patent/CN116016255B/en,
CN-115664684-B,Consensus protocol operation method and device fusing digital evidence and related equipment ,,,27/12/2022,27/12/2022,18/04/2023,18/04/2023,https://patents.google.com/patent/CN115664684B/en,https://patentimages.storage.googleapis.com/82/21/dd/e58d63a3df95ef/221214154426.png
CN-115775026-B,Federal learning method based on tissue similarity ,,,27/12/2022,27/12/2022,16/05/2023,16/05/2023,https://patents.google.com/patent/CN115775026B/en,https://patentimages.storage.googleapis.com/aa/ac/e5/6aaca28ee8204c/HDA0004020838170000011.png
CN-114202427-B,"Block chain-based private fund raising method, system and storage medium ",,,18/02/2022,18/02/2022,03/06/2022,03/06/2022,https://patents.google.com/patent/CN114202427B/en,https://patentimages.storage.googleapis.com/15/41/22/8a3515243348a1/220208163541.png
CN-115619362-B,Human capital management system based on block chain technology ,,,19/12/2022,19/12/2022,21/03/2023,21/03/2023,https://patents.google.com/patent/CN115619362B/en,https://patentimages.storage.googleapis.com/a1/f0/32/4c84de5b94550b/221213160822.png
CN-115601053-B,Method and equipment for proving safety and credibility and protecting back-to-back origin ,,,,16/12/2022,22/08/2023,22/08/2023,https://patents.google.com/patent/CN115601053B/en,
CN-115774760-B,Data processing and data analysis system based on artificial intelligence and blockchain ,,,,12/12/2022,22/08/2023,22/08/2023,https://patents.google.com/patent/CN115774760B/en,
CN-115567330-B,"Privacy information encryption method, system, equipment and storage medium ",,,07/12/2022,07/12/2022,02/05/2023,02/05/2023,https://patents.google.com/patent/CN115567330B/en,https://patentimages.storage.googleapis.com/af/ce/5d/50418a5998c276/221202161630.png
CN-115688183-B,Method for authenticating uplink evidence storage and evidence collection of cloud-signed electronic certificate ,,,01/12/2022,01/12/2022,23/06/2023,23/06/2023,https://patents.google.com/patent/CN115688183B/en,https://patentimages.storage.googleapis.com/6c/fc/5c/9308b780d3269d/221201133059.png
CN-115719149-B,Distributed photovoltaic distribution and storage method based on block chain ,,,25/11/2022,25/11/2022,21/07/2023,21/07/2023,https://patents.google.com/patent/CN115719149B/en,
CN-115580412-B,"System, method and device for managing digital heritage based on block chain ",,,24/11/2022,24/11/2022,03/03/2023,03/03/2023,https://patents.google.com/patent/CN115580412B/en,https://patentimages.storage.googleapis.com/cb/ca/38/6efb773cd50465/221111163718.png
CN-115545935-B,"Block chain transaction account processing method and device, equipment and medium ",,,18/11/2022,18/11/2022,28/02/2023,28/02/2023,https://patents.google.com/patent/CN115545935B/en,https://patentimages.storage.googleapis.com/1f/d8/c3/f67eb421f2b519/221107102736.png
CN-115499117-B,Key pair generation method and data transmission method for block chain transaction network ,,,17/11/2022,17/11/2022,24/03/2023,24/03/2023,https://patents.google.com/patent/CN115499117B/en,https://patentimages.storage.googleapis.com/7f/6b/f4/ed9c436f58b033/221109165410.png
CN-115801259-B,"Transaction supervision method, device, electronic equipment and storage medium ",,,10/11/2022,10/11/2022,09/06/2023,09/06/2023,https://patents.google.com/patent/CN115801259B/en,https://patentimages.storage.googleapis.com/d8/03/90/1790f66ae9eb1d/HDA0003936183590000011.png
CN-114090694-B,"PoA consensus method, device, equipment and storage medium ",,,19/01/2022,19/01/2022,15/04/2022,15/04/2022,https://patents.google.com/patent/CN114090694B/en,https://patentimages.storage.googleapis.com/cd/a9/d2/4152f9f86254d1/220118145651.png
CN-115396122-B,"Message processing method, device, electronic equipment and storage medium ",,,27/10/2022,27/10/2022,25/04/2023,25/04/2023,https://patents.google.com/patent/CN115396122B/en,https://patentimages.storage.googleapis.com/99/53/4e/16f513cea4bb5b/221012174212.png
CN-115760150-B,Multi-source spatial data industrial chain traceability system based on block chain ,,,26/10/2022,26/10/2022,14/07/2023,14/07/2023,https://patents.google.com/patent/CN115760150B/en,https://patentimages.storage.googleapis.com/09/b8/5e/5190c7b3888bfc/220928180935.png
CN-115510504-B,"Data sharing method, system, equipment and medium based on ring signature and promise ",,,20/10/2022,20/10/2022,16/06/2023,16/06/2023,https://patents.google.com/patent/CN115510504B/en,https://patentimages.storage.googleapis.com/5a/39/41/44cb71c3fee191/HDA0003900114980000011.png
CN-115664649-B,High-security blockchain identity management method and system based on dynamic committee ,,,19/10/2022,19/10/2022,01/08/2023,01/08/2023,https://patents.google.com/patent/CN115664649B/en,
CN-115691124-B,Risk assessment method and device for urban road driving data ,,,18/10/2022,18/10/2022,28/07/2023,28/07/2023,https://patents.google.com/patent/CN115691124B/en,
CN-115600255-B,NFT-based modifiable literary work processing method and system ,,,14/10/2022,14/10/2022,27/06/2023,27/06/2023,https://patents.google.com/patent/CN115600255B/en,https://patentimages.storage.googleapis.com/ff/57/7b/cb7bb51f4469c3/HDA0003889738310000011.png
CN-115660679-B,Decentralizing safe transaction method based on hash locking ,,,14/10/2022,14/10/2022,14/07/2023,14/07/2023,https://patents.google.com/patent/CN115660679B/en,https://patentimages.storage.googleapis.com/2a/b8/32/f52f19a38385fb/HDA0003890990710000011.png
CN-115357346-B,"Transaction processing method and device based on block chain, electronic equipment and medium ",,,13/10/2022,13/10/2022,03/02/2023,03/02/2023,https://patents.google.com/patent/CN115357346B/en,https://patentimages.storage.googleapis.com/26/1d/25/5e6405e358bf87/220913094546.png
CN-218918457-U,Medical data management system based on block chain ,,,13/10/2022,13/10/2022,25/04/2023,25/04/2023,https://patents.google.com/patent/CN218918457U/en,https://patentimages.storage.googleapis.com/fa/f4/fd/6348dfedad8004/HDA0003888539600000011.png
CN-115309581-B,Method and device for analyzing cross-chain transaction running state of heterogeneous block chain ,,,11/10/2022,11/10/2022,24/01/2023,24/01/2023,https://patents.google.com/patent/CN115309581B/en,https://patentimages.storage.googleapis.com/57/39/b3/d32094f2f3f03d/220920175812.png
CN-115330532-B,"Block chain processing method, device, equipment and storage medium based on account model ",,,10/10/2022,10/10/2022,10/03/2023,10/03/2023,https://patents.google.com/patent/CN115330532B/en,https://patentimages.storage.googleapis.com/e0/e2/52/72c1b99087088d/220913092428.png
CN-115601034-B,Attack detection method for decentralised finance ,,,30/09/2022,30/09/2022,12/05/2023,12/05/2023,https://patents.google.com/patent/CN115601034B/en,https://patentimages.storage.googleapis.com/12/5e/9f/2fdcb7449c2338/HDA0003874629660000011.png
CN-115456631-B,Multi-level supply chain credit cross-level verification method and system based on blockchain ,,,30/09/2022,30/09/2022,21/07/2023,21/07/2023,https://patents.google.com/patent/CN115456631B/en,
CN-115272804-B,Tea variety identification platform based on block chain and federal learning ,,,27/09/2022,27/09/2022,25/11/2022,25/11/2022,https://patents.google.com/patent/CN115272804B/en,https://patentimages.storage.googleapis.com/98/13/d0/f4cf10fbb7f235/220926140838.png
CN-219164592-U,Block chain data storage equipment ,,,27/09/2022,27/09/2022,09/06/2023,09/06/2023,https://patents.google.com/patent/CN219164592U/en,https://patentimages.storage.googleapis.com/5c/37/f7/511bb7c2984d51/HDA0003866856800000011.png
CN-115456621-B,Digital currency processing system ,,,22/09/2022,22/09/2022,01/08/2023,01/08/2023,https://patents.google.com/patent/CN115456621B/en,
CN-115239349-B,Civil aviation event processing system based on digital currency ,,,22/09/2022,22/09/2022,09/12/2022,09/12/2022,https://patents.google.com/patent/CN115239349B/en,https://patentimages.storage.googleapis.com/30/f7/27/c7d6f140f2ed30/220906135444.png
CN-115239318-B,Event processing system for civil aviation insurance ,,,22/09/2022,22/09/2022,21/04/2023,21/04/2023,https://patents.google.com/patent/CN115239318B/en,https://patentimages.storage.googleapis.com/71/fb/f3/0c1b582033245a/220906133806.png
CN-115205950-B,Block chain-based intelligent traffic subway passenger detection and checkout method and system ,,,16/09/2022,16/09/2022,25/04/2023,25/04/2023,https://patents.google.com/patent/CN115205950B/en,https://patentimages.storage.googleapis.com/0a/47/28/9fdcef6e68f3c1/220819113739.png
CN-115473737-B,Anonymous anti-tracing method and system based on blockchain networking ,,,14/09/2022,14/09/2022,08/08/2023,08/08/2023,https://patents.google.com/patent/CN115473737B/en,
CN-115170132-B,Payment method suitable for high-speed post network member system ,,,07/09/2022,07/09/2022,09/12/2022,09/12/2022,https://patents.google.com/patent/CN115170132B/en,https://patentimages.storage.googleapis.com/a2/c2/56/b0aea9770a5dde/220824161518.png
CN-115174598-B,"Block synchronization method, block chain system, device and storage medium ",,,01/09/2022,01/09/2022,27/12/2022,27/12/2022,https://patents.google.com/patent/CN115174598B/en,https://patentimages.storage.googleapis.com/a0/a3/76/04a09d73033ae2/220901163906.png
CN-217846998-U,Digital asset query all-in-one machine based on information transmission ,,,01/09/2022,01/09/2022,18/11/2022,18/11/2022,https://patents.google.com/patent/CN217846998U/en,https://patentimages.storage.googleapis.com/50/9d/2a/ae99789349b8f0/HDA0003826308050000011.png
CN-115114315-B,"Lawyer sensitive data privacy chaining certificate storing method, device, equipment and storage medium ",,,29/08/2022,29/08/2022,08/11/2022,08/11/2022,https://patents.google.com/patent/CN115114315B/en,https://patentimages.storage.googleapis.com/05/22/e3/cd3521c7b26a5b/220811132034.png
CN-115296821-B,Data processing system for digital collection management ,,,26/08/2022,26/08/2022,07/02/2023,07/02/2023,https://patents.google.com/patent/CN115296821B/en,https://patentimages.storage.googleapis.com/be/1e/7b/218ba1b4464592/220727160030.png
CN-115085947-B,Data security inspection method and system in digital twin ,,,23/08/2022,23/08/2022,08/11/2022,08/11/2022,https://patents.google.com/patent/CN115085947B/en,https://patentimages.storage.googleapis.com/f2/25/8c/ac39f9748fd6da/220811160713.png
CN-115496549-B,Order management system based on machine learning ,,,22/08/2022,22/08/2022,04/07/2023,04/07/2023,https://patents.google.com/patent/CN115496549B/en,https://patentimages.storage.googleapis.com/0e/1d/c2/ed3c7a14348f20/HDA0003808625450000011.png
CN-115051815-B,Cross-chain data interaction method and device used between block chain heterogeneous chains ,,,15/08/2022,15/08/2022,02/12/2022,02/12/2022,https://patents.google.com/patent/CN115051815B/en,https://patentimages.storage.googleapis.com/29/c8/5e/c897c02ddc89d4/220808113505.png
CN-113868691-B,Authorized operation method and device of block chain based on cloud-native technology ,,,02/12/2021,02/12/2021,24/05/2022,24/05/2022,https://patents.google.com/patent/CN113868691B/en,https://patentimages.storage.googleapis.com/6c/21/f0/7018674befc6f2/211124141806.png
CN-113850679-B,Cross-currency settlement method based on block chain ,,,01/12/2021,01/12/2021,18/02/2022,18/02/2022,https://patents.google.com/patent/CN113850679B/en,https://patentimages.storage.googleapis.com/a8/e4/3d/1c983b411fa776/211123104615.png
CN-114139184-B,Medical data processing method and device based on near-end processing technology ,,,01/12/2021,01/12/2021,31/05/2022,31/05/2022,https://patents.google.com/patent/CN114139184B/en,https://patentimages.storage.googleapis.com/c8/04/a7/77c5fe19d881dc/DEST_PATH_IMAGE001.png
CN-115407832-B,Transaction operation record display system based on public blockchain ,,,09/08/2022,09/08/2022,04/07/2023,04/07/2023,https://patents.google.com/patent/CN115407832B/en,https://patentimages.storage.googleapis.com/6d/d1/e6/2649d5151c4f38/HDA0003789024430000011.png
CN-115021944-B,Consensus method and device based on aggregate signature and space-time certification algorithm ,,,08/08/2022,08/08/2022,04/11/2022,04/11/2022,https://patents.google.com/patent/CN115021944B/en,https://patentimages.storage.googleapis.com/60/d8/57/477ae186eedacf/220914145209.png
CN-219394858-U,Quantum secret sharing system based on block chain ,,,08/08/2022,08/08/2022,21/07/2023,21/07/2023,https://patents.google.com/patent/CN219394858U/en,
CN-115021945-B,Block chain transaction processing method and system ,,,08/08/2022,08/08/2022,08/11/2022,08/11/2022,https://patents.google.com/patent/CN115021945B/en,https://patentimages.storage.googleapis.com/a2/a3/28/64eea93efa5ca7/220722173108.png
CN-113836588-B,Privacy protection system of transaction data based on block chain ,,,29/11/2021,29/11/2021,08/02/2022,08/02/2022,https://patents.google.com/patent/CN113836588B/en,https://patentimages.storage.googleapis.com/42/7b/13/643b497d6aa416/211115143827.png
CN-115733659-B,Encryption intelligent contract detection system based on block chain ,,,02/08/2022,02/08/2022,02/06/2023,02/06/2023,https://patents.google.com/patent/CN115733659B/en,https://patentimages.storage.googleapis.com/23/3b/c3/72dc0beb774c60/HDA0003893668630000011.png
CN-115277235-B,Software anomaly monitoring method based on blockchain ,,,,01/08/2022,22/08/2023,22/08/2023,https://patents.google.com/patent/CN115277235B/en,
CN-115278677-B,"Data detection method, device and storage medium ",,,28/07/2022,28/07/2022,06/06/2023,06/06/2023,https://patents.google.com/patent/CN115278677B/en,https://patentimages.storage.googleapis.com/ca/86/5e/a9d55badfd13db/HDA0003770648070000011.png
CN-114978517-B,Electronic voting method based on intelligent contract and distributed Elgamal algorithm ,,,27/07/2022,27/07/2022,21/10/2022,21/10/2022,https://patents.google.com/patent/CN114978517B/en,https://patentimages.storage.googleapis.com/c0/a4/dd/29d1960b13d2bb/220714183123.png
CN-114978514-B,"Key management method, system, device, electronic device and storage medium ",,,27/07/2022,27/07/2022,01/11/2022,01/11/2022,https://patents.google.com/patent/CN114978514B/en,https://patentimages.storage.googleapis.com/86/63/cc/18fc921b7dc593/220722171938.png
CN-115085941-B,Computer data information processing method based on block chain network ,,,25/07/2022,25/07/2022,15/11/2022,15/11/2022,https://patents.google.com/patent/CN115085941B/en,https://patentimages.storage.googleapis.com/0f/8c/f4/e0e8b48f2d858f/220714103905.png
CN-115150184-B,Method and system for applying metadata in fabric block chain certificate ,,,25/07/2022,25/07/2022,21/07/2023,21/07/2023,https://patents.google.com/patent/CN115150184B/en,
CN-115208656-B,Supply chain data sharing method and system based on blockchain and authority management ,,,12/07/2022,12/07/2022,25/07/2023,25/07/2023,https://patents.google.com/patent/CN115208656B/en,
CN-114881748-B,"Block chain electronic commerce system, method and storage medium ",,,11/07/2022,11/07/2022,13/12/2022,13/12/2022,https://patents.google.com/patent/CN114881748B/en,https://patentimages.storage.googleapis.com/31/09/83/34f22d7ef755a9/220704142234.png
CN-115062242-B,Information intelligent identification method and big data system based on block chain and artificial intelligence ,,,11/07/2022,11/07/2022,09/06/2023,09/06/2023,https://patents.google.com/patent/CN115062242B/en,https://patentimages.storage.googleapis.com/c9/2f/34/605eb8fcf32167/HDA0003738595940000011.png
CN-115174235-B,Encryption method for revocable attribute of Internet of things based on blockchain ,,,08/07/2022,08/07/2022,02/06/2023,02/06/2023,https://patents.google.com/patent/CN115174235B/en,https://patentimages.storage.googleapis.com/76/d8/a0/2b9ce0bd378a8c/HDA0003736306910000011.png
CN-115204825-B,Block chain-based problem multi-party cooperative processing method and system ,,,05/07/2022,05/07/2022,16/05/2023,16/05/2023,https://patents.google.com/patent/CN115204825B/en,https://patentimages.storage.googleapis.com/2a/e4/0d/5e1650400b3204/HDA0003730043250000011.png
CN-115423418-B,Paper review method based on blockchain ,,,04/07/2022,04/07/2022,02/05/2023,02/05/2023,https://patents.google.com/patent/CN115423418B/en,https://patentimages.storage.googleapis.com/b3/4c/0b/1309abc104d160/HDA0003728789040000011.png
CN-115175170-B,"USIM data autonomous uplink implementation method, terminal, USIM and system ",,,30/06/2022,30/06/2022,02/06/2023,02/06/2023,https://patents.google.com/patent/CN115175170B/en,https://patentimages.storage.googleapis.com/ac/52/5c/ea25f9dff243d7/HDA0003723567670000011.png
CN-115052009-B,Network function virtualization data protection method and system based on double-chain block chain ,,,17/06/2022,17/06/2022,07/04/2023,07/04/2023,https://patents.google.com/patent/CN115052009B/en,https://patentimages.storage.googleapis.com/4f/88/70/88e3bdcc0f4ae3/HDA0003699658950000011.png
CN-114979148-B,"Data transmission method, device and computer readable storage medium ",,,16/06/2022,16/06/2022,14/07/2023,14/07/2023,https://patents.google.com/patent/CN114979148B/en,https://patentimages.storage.googleapis.com/f3/4c/f5/b2c99d0bcab28d/HDA0003698434670000011.png
CN-114782045-B,"Cross-chain non-transactional writing method and device, storage medium and electronic equipment ",,,16/06/2022,16/06/2022,23/08/2022,23/08/2022,https://patents.google.com/patent/CN114782045B/en,https://patentimages.storage.googleapis.com/0e/27/87/1c3e40c4f721f5/220602143128.png
CN-114978954-B,"Network isolation validity verification method, device, equipment and storage medium ",,,16/06/2022,16/06/2022,26/05/2023,26/05/2023,https://patents.google.com/patent/CN114978954B/en,https://patentimages.storage.googleapis.com/63/2d/9f/acd1e3fa2124dd/HDA0003698000660000011.png
CN-113705938-B,Epidemic situation material scheduling method and system based on double chains ,,,27/10/2021,27/10/2021,15/03/2022,15/03/2022,https://patents.google.com/patent/CN113705938B/en,https://patentimages.storage.googleapis.com/de/d7/36/9399d609aa5e81/211019095532.png
CN-114741324-B,"Block chain stability testing method and device, electronic equipment and storage medium ",,,10/06/2022,10/06/2022,02/09/2022,02/09/2022,https://patents.google.com/patent/CN114741324B/en,https://patentimages.storage.googleapis.com/58/b9/b1/b3f1abdda50407/220516141850.png
CN-115102732-B,Power line communication method and device integrating blockchain and trusted network connection architecture ,,,10/06/2022,10/06/2022,26/05/2023,26/05/2023,https://patents.google.com/patent/CN115102732B/en,https://patentimages.storage.googleapis.com/d7/45/84/45f079714b0346/HDA0003688291280000011.png
CN-114710370-B,Fine-grained access control method and system based on fog block chain and attribute encryption ,,,08/06/2022,08/06/2022,04/11/2022,04/11/2022,https://patents.google.com/patent/CN114710370B/en,https://patentimages.storage.googleapis.com/8d/87/a9/1231ecaa2df03b/220530161707.png
CN-115022022-B,Improved method of Raft consensus mechanism based on node past behavior analysis ,,,31/05/2022,31/05/2022,18/07/2023,18/07/2023,https://patents.google.com/patent/CN115022022B/en,
CN-115037790-B,"Abnormal registration identification method, device, equipment and storage medium ",,,30/05/2022,30/05/2022,28/04/2023,28/04/2023,https://patents.google.com/patent/CN115037790B/en,https://patentimages.storage.googleapis.com/d3/98/f2/def480f893e098/HDA0003670268510000011.png
CN-115001707-B,Device authentication method based on block chain and related device ,,,27/05/2022,27/05/2022,27/06/2023,27/06/2023,https://patents.google.com/patent/CN115001707B/en,https://patentimages.storage.googleapis.com/24/85/ec/87eedb98f4ed97/HDA0003666378030000011.png
CN-115002218-B,"Traffic distribution method, traffic distribution device, computer equipment and storage medium ",,,26/05/2022,26/05/2022,04/08/2023,04/08/2023,https://patents.google.com/patent/CN115002218B/en,
CN-115002156-B,Resource security protection method and system for vehicle-mounted meta-universe virtual avatar service migration ,,,26/05/2022,26/05/2022,04/07/2023,04/07/2023,https://patents.google.com/patent/CN115002156B/en,https://patentimages.storage.googleapis.com/03/42/68/f76f7432bd54f6/HDA0003664883580000011.png
CN-114866567-B,Disaster-tolerant multi-level blockchain network block synchronization method and device ,,,26/05/2022,26/05/2022,02/06/2023,02/06/2023,https://patents.google.com/patent/CN114866567B/en,https://patentimages.storage.googleapis.com/1f/92/a8/6949ab8cf0d615/HDA0003663403300000011.png
CN-115113687-B,Sealing time determining device and method based on internet of things module and electronic equipment ,,,23/05/2022,23/05/2022,08/08/2023,08/08/2023,https://patents.google.com/patent/CN115113687B/en,
CN-114979232-B,Construction method of mobile web augmented reality decentralizing collaborative rendering computing network ,,,23/05/2022,23/05/2022,26/05/2023,26/05/2023,https://patents.google.com/patent/CN114979232B/en,https://patentimages.storage.googleapis.com/fc/a9/7a/53f5ed5651e24a/HDA0003656408180000011.png
CN-114756603-B,High-efficiency verifiable query method for lightweight block chain ,,,23/05/2022,23/05/2022,07/04/2023,07/04/2023,https://patents.google.com/patent/CN114756603B/en,https://patentimages.storage.googleapis.com/70/60/09/1e4735efd5188d/HDA0003656618860000011.png
CN-114666166-B,Industrial internet trusted data acquisition and storage method and system ,,,20/05/2022,20/05/2022,04/10/2022,04/10/2022,https://patents.google.com/patent/CN114666166B/en,https://patentimages.storage.googleapis.com/81/25/05/c452fd4a4e2e85/220518163935.png
CN-114881654-B,Efficient block chain transaction query technology based on radix estimation method ,,,18/05/2022,18/05/2022,11/04/2023,11/04/2023,https://patents.google.com/patent/CN114881654B/en,https://patentimages.storage.googleapis.com/d4/b2/2f/45bf6a52314c8b/HDA0003649945040000011.png
CN-114945036-B,"Processing method of shared data, related equipment and medium ",,,18/05/2022,18/05/2022,02/06/2023,02/06/2023,https://patents.google.com/patent/CN114945036B/en,https://patentimages.storage.googleapis.com/4e/8d/ae/b2ce603f90dd1e/HDA0003649672360000011.png
CN-114841785-B,Drawing auction method based on image feature contrast and blockchain ,,,17/05/2022,17/05/2022,23/06/2023,23/06/2023,https://patents.google.com/patent/CN114841785B/en,https://patentimages.storage.googleapis.com/fc/0a/e9/2205ab2bc36dd6/HDA0003648036610000011.png
CN-113612619-B,Distributed multi-terminal supervision method and device ,,,08/10/2021,08/10/2021,15/03/2022,15/03/2022,https://patents.google.com/patent/CN113612619B/en,https://patentimages.storage.googleapis.com/aa/22/85/c08dea4e716193/211118143456.png
CN-114625973-B,"Anonymous information cross-domain recommendation method and device, electronic equipment and storage medium ",,,12/05/2022,12/05/2022,23/08/2022,23/08/2022,https://patents.google.com/patent/CN114625973B/en,https://patentimages.storage.googleapis.com/a4/41/e7/86866c645a8ddb/2205051006471.png
CN-114612017-B,Resource replacement method for distributed energy based on block chain ,,,11/05/2022,11/05/2022,12/08/2022,12/08/2022,https://patents.google.com/patent/CN114612017B/en,https://patentimages.storage.googleapis.com/3c/84/a9/1d6ff7ecdea3bc/220706170642.png
CN-114884677-B,Multi-user crowdsourcing task matching method and system based on block chain ,,,09/05/2022,09/05/2022,25/04/2023,25/04/2023,https://patents.google.com/patent/CN114884677B/en,https://patentimages.storage.googleapis.com/77/1e/f0/c5f93988719b77/HDA0003635065420000011.png
CN-217183401-U,Ethernet switch suitable for bitcoin mine field ,,,07/05/2022,07/05/2022,12/08/2022,12/08/2022,https://patents.google.com/patent/CN217183401U/en,https://patentimages.storage.googleapis.com/c7/5c/b8/962c6d2ec385ec/HDA0003632212860000011.png
CN-113592656-B,"Alliance chain transaction synchronization optimization method, computer readable medium and electronic device ",,,27/09/2021,27/09/2021,28/12/2021,28/12/2021,https://patents.google.com/patent/CN113592656B/en,https://patentimages.storage.googleapis.com/b6/18/78/8d1b5de0036c00/210924102927.png
CN-115412454-B,"Detection method, device, equipment and storage medium for selfish mining behavior ",,,28/04/2022,28/04/2022,07/07/2023,07/07/2023,https://patents.google.com/patent/CN115412454B/en,https://patentimages.storage.googleapis.com/29/99/b2/e860162b1c51c9/HDA0003621331190000011.png
