id,priority_date,cite_number,assignee
US-10958663-B2,06/03/2018,68,Americorp Investments Llc
US-11657461-B2,06/05/2018,138,"Strong Force TX Portfolio 2018, LLC"
US-10938551-B2,02/07/2019,52,"Advanced New Technologies Co., Ltd."
US-11689539-B2,06/03/2018,35,Americorp Investments Llc
US-11444777-B2,28/12/2016,47,Mastercard International Incorporated
US-11205162-B2,18/04/2016,123,R3 Llc
US-10902320-B2,03/02/2017,165,"Milestone Entertainment, LLC"
US-11444787-B2,27/05/2016,83,Mastercard International Incorporated
US-11362809-B2,05/04/2017,43,State Farm Mutual Automobile Insurance Company
US-11587182-B1,23/11/2016,48,State Farm Mutual Automobile Insurance Company
US-11023309-B2,31/08/2018,46,"Advanced New Technologies Co., Ltd."
US-11297022-B2,10/06/2016,40,"Salesforce.Com, Inc."
US-11593889-B2,23/11/2016,48,State Farm Mutual Automobile Insurance Company
US-11212107-B2,12/08/2016,59,"ALTR Solutions, Inc."
US-11171789-B2,02/07/2019,52,"Advanced New Technologies Co., Ltd."
US-11087214-B2,03/02/2017,165,"Milestone Entertainment, LLC"
US-11204915-B2,28/03/2017,100,"Advanced New Technologies Co., Ltd."
US-11614994-B2,31/08/2018,46,"Advanced New Technologies Co., Ltd."
US-11706228-B2,06/03/2018,68,Americorp Investments Llc
US-11580532-B1,28/06/2013,73,"Gemini Ip, Llc"
US-11222331-B2,31/03/2017,147,Vijay Madisetti
US-11687924-B2,24/06/2014,128,Visa International Service Association
US-11334875-B2,02/11/2018,65,Verona Holdings Sezc
US-11615404-B1,28/06/2013,73,"Gemini Ip, Llc"
US-11611441-B2,12/08/2016,59,"ALTR Solutions, Inc."
US-11455537-B2,03/02/2017,165,"Milestone Entertainment, LLC"
US-11651321-B2,28/03/2019,48,Ebay Inc.
US-11651219-B2,03/02/2017,165,"Milestone Entertainment, LLC"
US-2022247572-A1,05/05/2017,31,Nchain Licensing Ag
US-10938566-B2,08/08/2018,12,Keir Finlow-Bates
US-2020052996-A1,09/08/2018,13,Spacebook Technology Co. Limited
US-2020150999-A1,28/02/2017,51,Alibaba Group Holding Limited
US-2021312442-A1,29/05/2018,32,"Advanced New Technologies Co., Ltd."
US-2020169547-A1,19/06/2017,119,Alibaba Group Holding Limited
US-2020133939-A1,27/02/2018,71,Alibaba Group Holding Limited
US-10176309-B2,28/10/2016,54,Acronis International Gmbh
US-10885220-B2,24/01/2018,33,Zortag Inc.
US-2020133957-A1,14/07/2017,58,Alibaba Group Holding Limited
US-2020175003-A1,29/08/2017,41,"Huawei Technologies Co., Ltd."
US-2021004224-A1,30/06/2017,34,Oracle International Corporation
US-2021110061-A1,24/01/2018,33,Zortag Inc.
US-10936723-B2,27/03/2019,24,Intel Corporation
US-2020293549-A1,29/06/2018,37,Alibaba Group Holding Limited
US-2020082266-A1,03/02/2017,165,Milestone Entertainment Llc
US-2020082363-A1,18/04/2016,123,R3 Ltd.
US-2020082364-A1,18/04/2016,123,R3 Ltd.
US-2020082362-A1,18/04/2016,123,R3 Ltd.
US-2020074422-A1,18/04/2016,123,R3 Ltd.
US-2020162259-A1,10/05/2018,41,Alibaba Group Holding Limited
US-11281805-B2,22/12/2016,47,Itext Group Nv
US-2021152357-A1,25/12/2018,32,"Advanced New Technologies Co., Ltd."
US-2020076577-A1,15/07/2016,80,Mastercard International Incorporated
US-2020065298-A1,16/06/2016,72,The Bank Of New York Mellon
US-11700249-B2,28/08/2018,22,Ofer A. LIDSKY
US-10157295-B2,07/10/2016,60,Acronis International Gmbh
US-2020044828-A1,22/02/2018,57,"Capital One Services, Llc"
US-2020026700-A1,28/03/2017,100,Alibaba Group Holding Limited
US-11042934-B2,13/11/2017,37,Bank Of America Corporation
US-2020021600-A1,06/03/2018,68,Americorp Investments Llc
US-11290281-B2,14/02/2018,24,"Advanced New Technologies Co., Ltd."
US-10796024-B2,25/04/2018,23,Blockchain ASICs Inc.
US-2020167366-A1,17/02/2017,37,Alibaba Group Holding Limited
US-10810004-B2,30/06/2017,34,Oracle International Corporation
US-2019386975-A1,19/06/2017,119,Alibaba Group Holding Limited
US-2020213329-A1,06/03/2018,35,Americorp Investments Llc
US-11449932-B2,23/10/2017,21,"Advanced New Technologies Co., Ltd."
US-2020084168-A1,10/06/2016,40,"Salesforce.Com, Inc."
US-11494344-B2,06/03/2018,29,International Business Machines Corporation
US-2019361731-A1,28/02/2017,51,Alibaba Group Holding Limited
US-2019356641-A1,31/03/2014,51,Monticello Enterprises LLC
US-2019340170-A1,05/08/2016,205,Chicago Mercantile Exchange Inc.
US-2019354977-A1,28/04/2017,48,Alibaba Group Holding Limited
US-2020193292-A1,04/12/2018,36,Jinan University
US-2020042989-A1,31/07/2018,49,"Ramesh Ramadoss, Bao Tran"
US-10686611-B2,24/11/2017,33,International Business Machines Corporation
US-11258582-B2,01/05/2017,27,"Qbrics, Inc."
US-10833865-B2,30/04/2018,27,Dell Products L.P.
US-2020272619-A1,21/02/2019,33,Fiducia DLT LTD
US-2020311670-A1,28/03/2019,48,Ebay Inc.
US-2022366491-A1,22/11/2017,28,Salt Blockchain Inc.
US-2020311675-A1,28/03/2019,48,Ebay Inc.
US-11106817-B2,19/12/2018,21,"Advanced New Technologies Co., Ltd."
US-2019288850-A1,12/08/2016,60,"ALTR Solutions, Inc."
US-2020342449-A1,29/04/2019,33,"Salesforce.Com, Inc."
US-10946283-B1,16/07/2020,21,Big Time Studios Ltd.
US-2019289031-A1,03/03/2017,48,International Business Machines Corporation
US-10972287-B2,03/11/2016,33,Visa International Service Association
US-2022027384-A1,18/07/2018,28,Bank Of America Corporation
US-2020264264-A1,05/01/2015,31,"Locatorx, Inc."
US-10735182-B2,10/08/2016,67,Peer Ledger Inc.
US-11087398-B2,23/10/2017,21,"Advanced New Technologies Co., Ltd."
US-2019349188-A1,12/06/2017,38,Tencent Technology (Shenzhen) Company Limited
US-2019325700-A1,26/10/2016,39,International Business Machines Corporation
US-2019245698-A1,27/05/2016,83,Mastercard International Incorporated
US-10691673-B2,14/02/2018,23,Alibaba Group Holding Limited
US-2019332608-A1,17/02/2017,37,Alibaba Group Holding Limited
US-10601665-B2,26/07/2017,50,International Business Machines Corporation
US-2022222246-A1,24/01/2019,27,Peoplebrowsr Inc.
US-2019349199-A1,10/05/2018,41,Alibaba Group Holding Limited
US-10839379-B2,20/07/2017,101,Chicago Mercantile Exchange Inc.
US-2019205826-A1,05/01/2017,58,International Business Machines Corporation
US-2019281066-A1,06/03/2018,68,Jordan Simons
US-2019266145-A1,27/02/2018,71,Alibaba Group Holding Limited
US-2019197622-A1,11/09/2017,107,"Templum, Inc."
US-11200569-B1,12/02/2018,22,"Winklevoss Ip, Llc"
US-11037145-B2,07/12/2016,22,International Business Machines Corporation
US-2020034919-A1,27/07/2018,34,Alibaba Group Holding Limited
US-2021344517-A1,08/10/2018,27,International Business Machines Corporation
US-10771459-B2,04/09/2017,24,Electronics And Telecommunications Research Institute
US-11005665-B2,24/01/2017,124,"One Connect Smart Technology Co., Ltd. (Shenzhen)"
US-11074358-B2,19/12/2018,21,"Advanced New Technologies Co., Ltd."
US-2023161967-A1,17/02/2012,26,Tivo Solutions Inc.
US-2020099524-A1,26/09/2018,38,Accenture Global Solutions Limited
US-11443380-B2,20/02/2020,21,Mark Cummings
US-2023004675-A1,03/11/2017,26,Visa International Service Association
US-10523421-B2,30/11/2016,51,International Business Machines Corporation
US-2019146946-A1,02/08/2017,62,"Zhongan Information Technology Service Co., Ltd."
US-10055446-B2,16/06/2016,72,The Bank Of New York Mellon
US-2019180311-A1,09/10/2017,40,"American Express Travel Related Services Company, Inc."
US-10936732-B2,29/07/2018,24,Guardtime Sa
US-11321308-B2,14/02/2018,21,"Advanced New Technologies Co., Ltd."
US-2020034395-A1,27/07/2018,32,Alibaba Group Holding Limited
US-10789644-B2,23/10/2017,21,Alibaba Group Holding Limited
US-10671599-B2,05/06/2019,21,Alibaba Group Holding Limited
US-10796371-B1,23/11/2016,48,State Farm Mutual Automobile Insurance Company
US-10832337-B1,23/11/2016,48,State Farm Mutual Automobile Insurance Company
US-11556979-B2,09/03/2011,20,Apple Inc.
US-2019370816-A1,29/05/2018,34,Alibaba Group Holding Limited
US-10826706-B1,30/01/2018,24,State Farm Mutual Automobile Insurance Company
US-10666767-B1,30/01/2018,24,State Farm Mutual Automobile Insurance Company
US-2019370806-A1,29/05/2018,32,Alibaba Group Holding Limited
US-2020364084-A1,16/05/2018,27,Tencent Technology (Shenzhen) Company Limited
US-11108786-B2,23/11/2017,20,"Advanced New Technologies Co., Ltd."
US-11451400-B2,26/10/2018,20,"Advanced New Technologies Co., Ltd."
US-11270306-B2,14/02/2018,22,"Advanced New Technologies Co., Ltd."
US-2020184471-A1,07/11/2018,28,Alibaba Group Holding Limited
US-11210372-B2,13/05/2016,64,nChain Holdings Limited
US-10204112-B1,17/06/2010,83,"Evolphin Software, Inc."
US-11042876-B2,07/08/2018,20,"Advanced New Technologies Co., Ltd."
US-11271892-B2,20/04/2018,20,Tencent Technology (Shenzhen) Company Limited
US-2020186369-A1,08/10/2018,27,International Business Machines Corporation
US-11195365-B2,31/05/2018,20,"Advanced New Technologies Co., Ltd."
US-2020242105-A1,24/01/2019,27,"Peoplebrowsr, Inc."
US-11595328-B2,20/04/2018,22,"Netease (Hangzhou) Network Co., Ltd."
US-2021243028-A1,31/10/2018,25,"Sung-Un SONG, Jin-Wook Jung"
US-2019327097-A1,22/05/2017,29,Alibaba Group Holding Limited
US-11574334-B2,09/06/2015,20,"Fidelity Information Services, Llc"
US-10628605-B2,19/12/2018,21,Alibaba Group Holding Limited
US-2019354922-A1,21/11/2017,30,International Business Machines Corporation
US-2023208927-A1,30/01/2018,24,State Farm Mutual Automobile Insurance Company
US-11526938-B2,31/03/2016,76,Refinitiv Us Organization Llc
US-10931684-B2,23/11/2017,20,"Advanced New Technologies Co., Ltd."
US-2020044825-A1,05/10/2017,27,Accenture Global Solutions Limited
US-10491375-B2,05/10/2017,27,Accenture Global Solutions Limited
US-2020005189-A1,19/03/2017,27,International Business Machines Corporation
US-11481511-B2,03/11/2017,26,Visa International Service Association
US-11196573-B2,06/03/2017,59,Nokia Technologies Oy
US-10810290-B2,05/03/2017,55,"Ronald H Minter, Pasteur Ntake, Rama Mwikalo"
US-10951408-B2,05/09/2018,22,Nec Corporation
US-11334560-B2,14/02/2018,21,"Advanced New Technologies Co., Ltd."
US-2019354945-A1,16/05/2018,28,"Rare Bits, Inc."
US-10673847-B2,28/08/2018,22,Ofer A. LIDSKY
US-10375105-B2,03/03/2017,48,International Business Machines Corporation
US-2021243007-A1,27/04/2018,28,nChain Holdings Limited
US-2021234665-A1,27/04/2018,29,nChain Holdings Limited
US-11625694-B2,23/02/2016,97,Nchain Licensing Ag
US-11455378-B2,23/02/2016,82,nChain Holdings Limited
US-10972281-B2,08/02/2016,84,"Guy Scott, Lindsay Moloney"
US-10419209-B1,26/04/2017,32,"Wells Fargo Bank, N.A."
US-11538345-B2,23/01/2018,19,Textron Innovations Inc.
US-10460289-B2,30/11/2016,63,International Business Machines Corporation
US-10389518-B2,27/01/2017,46,Entit Software Llc
US-10789356-B2,06/12/2016,20,Alibaba Group Holding Limited
US-11062305-B2,15/01/2016,75,Accenture Global Solutions Limited
US-11410145-B2,23/02/2016,36,nChain Holdings Limited
US-10909857-B2,23/01/2018,19,Textron Innovations Inc.
US-10885581-B2,23/10/2017,21,"Advanced New Technologies Co., Ltd."
US-10275739-B2,05/01/2017,59,International Business Machines Corporation
US-2019272326-A1,17/02/2012,26,"Tivo Solutions, Inc."
US-10417217-B2,05/08/2016,206,Chicago Mercantile Exchange Inc.
US-10176481-B2,21/12/2015,129,Beston Technologies Pty Ltd
US-11115418-B2,23/12/2016,113,"Cloudminds (Shanghai) Robotics Co., Ltd."
US-10715331-B2,28/12/2016,47,MasterCard International Incorported
US-2021049608-A1,07/08/2018,23,"Advanced New Technologies Co., Ltd."
US-2020136833-A1,14/02/2018,24,Alibaba Group Holding Limited
US-2019305936-A1,24/10/2016,25,Mastercard International Incorporated
US-10387684-B2,09/12/2016,47,International Business Machines Corporation
US-10521775-B2,18/04/2016,123,R3 Ltd.
US-11049173-B2,09/03/2011,20,Apple Inc.
US-2020320058-A1,14/02/2018,23,Alibaba Group Holding Limited
US-2020265041-A1,28/03/2017,100,Alibaba Group Holding Limited
US-10748429-B2,23/01/2018,19,Textron Innovations Inc.
US-11171783-B2,28/09/2018,19,Infosys Limited
US-2020302429-A1,22/03/2019,23,"Onli, Inc."
US-2021126790-A1,05/09/2018,22,NEC Laboratories Europe GmbH
US-2020133940-A1,14/02/2018,23,Alibaba Group Holding Limited
US-2019372770-A1,04/06/2018,24,"Syniverse Technologies, Llc"
US-10361853-B2,12/10/2016,52,Bank Of America Corporation
US-10380842-B2,26/10/2016,39,International Business Machines Corporation
US-10452998-B2,19/03/2017,27,International Business Machines Corporation
US-2019220603-A1,27/03/2019,24,Intel Corporation
US-11115205-B2,29/09/2016,53,Nokia Technologies Oy
US-10749681-B2,26/10/2016,37,"Black Gold Coin, Inc."
US-2022383417-A1,20/02/2020,21,Mark Cummings
US-2020296091-A1,28/08/2018,22,Ofer A. LIDSKY
US-11323243-B2,05/04/2019,19,International Business Machines Corporation
US-11038669-B2,27/02/2018,20,"Mydream Interactive, Inc."
US-10460283-B2,13/09/2017,19,Vijay Madisetti
US-2019253257-A1,14/02/2018,24,Alibaba Group Holding Limited
US-2019342087-A1,25/04/2018,23,Blockchain Asics Llc
US-2021366039-A1,23/10/2017,21,"Advanced New Technologies Co., Ltd."
US-2020126079-A1,14/02/2018,22,Alibaba Group Holding Limited
US-2022016529-A1,16/07/2020,21,Big Time Studios Ltd.
US-11023248-B2,30/03/2016,26,British Telecommunications Public Limited Company
US-2021097196-A1,19/12/2018,21,"Advanced New Technologies Co., Ltd."
US-2021027367-A1,23/10/2017,21,"Advanced New Technologies Co., Ltd."
US-10114969-B1,04/08/2015,49,"Jordan White Chaney, Charlie Housholder, William Krut, Christian Nimsch, Bryce Nelson Chaney"
US-2019251076-A1,14/02/2018,23,Alibaba Group Holding Limited
US-11128477-B2,10/04/2017,20,"Internetworking & Broadband Consulting Co., Ltd."
US-10097344-B2,15/07/2016,80,Mastercard International Incorporated
US-2019318351-A1,07/12/2016,22,International Business Machines Corporation
US-2023186373-A1,09/03/2011,20,Apple Inc.
US-2023135204-A1,09/06/2015,20,"Fidelity Information Services, Llc."
US-2022351817-A1,27/12/2017,20,"Prescryptive Health, Inc."
US-2020202035-A1,19/12/2018,21,Alibaba Group Holding Limited
US-2021264520-A1,20/02/2020,21,Mark Cummings
US-10250694-B2,19/08/2016,34,"Ca, Inc."
US-11088826-B2,27/02/2018,20,International Business Machines Corporation
US-2020133944-A1,14/02/2018,21,Alibaba Group Holding Limited
US-2020126154-A1,23/10/2017,21,Alibaba Group Holding Limited
US-2020125556-A1,05/06/2019,21,Alibaba Group Holding Limited
US-11544729-B2,18/09/2017,17,"Inspired Patents, Llc"
US-2021326970-A1,09/03/2011,20,Apple Inc.
US-11184175-B2,30/07/2018,19,Hewlett Packard Enterprise Development Lp
US-10887082-B2,24/07/2018,19,"Vmware, Inc."
US-11501383-B1,24/05/2017,17,State Farm Mutual Automobile Insurance Company
US-2021203669-A1,23/11/2017,20,"Advanced New Technologies Co., Ltd."
US-2021160082-A1,26/10/2018,20,"Advanced New Technologies Co., Ltd."
US-2019251563-A1,14/02/2018,22,Alibaba Group Holding Limited
US-10796000-B2,11/06/2016,43,Intel Corporation
US-2020252202-A1,06/02/2019,22,International Business Machines Corporation
US-10305694-B2,27/05/2016,83,Mastercard International Incorporated
US-2021049602-A1,07/08/2018,21,"Advanced New Technologies Co., Ltd."
US-2020233940-A1,17/01/2019,14,"Toyota Motor North America, Inc."
US-11468441-B2,14/06/2017,17,Visa International Service Association
US-2020034356-A1,26/07/2018,21,"Baidu Online Network Technology (Beijing) Co., Ltd."
US-2020351235-A1,20/04/2018,20,Tencent Technology (Shenzhen) Company Limited
US-2020294345-A1,31/05/2018,20,Alibaba Group Holding Limited
US-11223598-B2,03/05/2016,76,Nokia Of America Corporation
US-2020294077-A1,09/06/2015,20,"Fidelity National Information Services, Inc."
US-2019286838-A1,19/12/2018,21,Alibaba Group Holding Limited
US-10185988-B2,09/03/2011,20,Apple Inc.
US-2020177603-A1,23/11/2017,20,Alibaba Group Holding Limited
US-11388009-B2,28/12/2018,17,Leona HIOKI
US-2023121171-A1,23/01/2018,19,Textron Innovations Inc.
US-2020184504-A1,09/06/2015,20,"Fidelity National Information Services, Inc."
US-2019251079-A1,14/02/2018,21,Alibaba Group Holding Limited
US-10348484-B2,24/10/2016,25,Mastercard International Incorporated
US-11301845-B2,19/08/2019,17,"Anchor Labs, Inc."
US-10614456-B2,18/08/2016,27,Visa International Service Association
US-2021343156-A1,23/01/2018,19,Textron Innovations Inc.
US-10497267-B2,23/01/2018,20,Textron Innovations Inc.
US-2019311116-A1,06/12/2016,20,Alibaba Group Holding Limited
US-2020372810-A1,23/01/2018,19,Textron Innovations Inc.
US-10535062-B1,20/03/2019,17,"Capital One Services, Llc"
US-2019228464-A1,09/03/2011,20,Apple Inc.
US-2020105144-A1,23/01/2018,19,Textron Innovations Inc.
US-10850202-B1,31/07/2020,16,"Mythical, Inc."
US-2020106610-A1,28/09/2018,19,Infosys Limited
US-10373159-B2,07/12/2016,22,International Business Machines Corporation
US-10997620-B2,18/09/2017,17,"Vertigo Studios, Llc"
US-11615369-B2,22/02/2018,17,"Trimble Transportation Enterprise Solutions, Inc."
US-2020322128-A1,05/04/2019,19,International Business Machines Corporation
US-2019220813-A1,13/09/2017,19,Vijay Madisetti
US-11514443-B2,26/07/2017,17,"Hitachi, Ltd."
US-10762217-B2,14/06/2017,17,Visa International Service Association
US-11165756-B2,11/06/2018,17,Fujitsu Limited
US-11210653-B2,26/10/2017,18,Mastercard International Incorporated
US-11582040-B2,20/10/2017,18,Hewlett Packard Enterprise Development Lp
US-11651360-B2,21/11/2016,21,"Kyndryl, Inc."
US-10715311-B2,28/07/2017,17,"Workday, Inc."
US-10949926-B1,24/05/2017,19,State Farm Mutual Automobile Insurance Company
US-2023036367-A1,24/05/2017,17,State Fammutual Automobile Insurance Company
US-2022414653-A1,14/06/2017,17,Visa International Service Association
US-2022277302-A1,19/08/2019,17,"Anchor Labs, Inc."
US-2021256550-A1,18/09/2017,17,"Vertigo Studios, Llc"
US-10680915-B2,29/03/2017,19,"Cisco Technology, Inc."
US-9836908-B2,25/07/2014,177,Blockchain Technologies Corporation
US-11636477-B2,28/12/2016,17,Takayuki Nakamura
US-2020342120-A1,14/06/2017,17,Visa International Service Association
US-11055707-B2,24/06/2014,128,Visa International Service Association
US-11310234-B2,16/11/2017,17,International Business Machines Corporation
US-2020213121-A1,28/12/2018,17,Leona HIOKI
US-11488143-B2,18/09/2017,15,Tencent Technology (Shenzhen) Company Limited
US-2020302432-A1,20/03/2019,17,"Capital One Services, Llc"
US-9870562-B2,21/05/2015,172,Mastercard International Incorporated
US-2021056547-A1,19/08/2019,18,"Anchor Labs, Inc."
US-11423367-B2,02/05/2018,16,Mastercard Internatioanl Incorporated
US-11381385-B2,18/09/2018,15,"Baidu Online Network Technology (Beijing) Co., Ltd."
US-2019139136-A1,09/07/2015,378,"Templum, Inc."
US-2020202668-A1,20/12/2018,42,Sony Interactive Entertainment LLC
US-2019081800-A1,14/12/2015,78,"Coinplug, Inc."
US-2019205870-A1,29/12/2017,165,Ebay Inc.
US-2019379544-A1,08/06/2018,105,"Cisco Technology, Inc."
US-2019258828-A1,22/02/2018,57,"Capital One Services, Llc"
US-2019140935-A1,03/08/2017,38,Liquineq AG
US-2019080407-A1,11/09/2017,107,"Templum, Inc."
US-11443042-B2,12/10/2018,15,Tianjin University Of Technology
US-11329982-B2,31/12/2018,15,"T-Mobile Usa, Inc."
US-2019007199-A1,15/07/2016,80,Mastercard International Incorporated
US-2018374173-A1,01/03/2016,159,"Huawei Technologies Co., Ltd"
US-2022032200-A1,31/07/2020,16,"Mythical, Inc."
US-2018367298-A1,23/02/2016,110,nChain Holdings Limited
US-11151558-B2,12/12/2018,15,"American Express Travel Related Services Company, Inc"
US-2019095880-A1,22/09/2017,42,Kowala Cayman SEZC
US-2019005087-A1,16/06/2016,72,The Bank Of New York Mellon
US-2020401890-A1,07/05/2019,16,Tsinghua University
US-2018373983-A1,03/02/2017,165,Milestone Entertainment Llc
US-2020159891-A1,20/11/2018,34,International Business Machines Corporation
US-11271740-B2,12/08/2019,14,"Advanced New Technologies Co., Ltd."
US-2019018862-A1,14/07/2017,58,Alibaba Group Holding Limited
US-11630808-B2,29/11/2017,14,Technion Research & Development Foundation Limited
US-10609032-B2,07/12/2017,16,International Business Machines Corporation
US-2021091934-A1,24/07/2017,49,nChain Holdings Limited
US-11269864-B2,20/08/2019,14,"Advanced New Technologies Co., Ltd."
US-10558996-B2,09/06/2015,20,"Fidelity National Information Services, Llc"
US-2019205563-A1,29/12/2017,165,"Ebay, Inc."
US-11188874-B2,24/10/2018,14,"Advanced New Technologies Co., Ltd."
US-2018337879-A1,10/06/2016,41,"Salesforce.Com, Inc."
US-10269009-B1,28/06/2013,73,"Winklevoss Ip, Llc"
US-2020137064-A1,29/10/2018,32,EMC IP Holding Company LLC
US-2019394046-A1,22/06/2018,43,"Sf Motors, Inc."
US-2019013948-A1,07/07/2017,274,"Microsoft Technology Licensing, Llc"
US-10764070-B2,30/08/2018,15,International Business Machines Corporation
US-2020134583-A1,19/01/2018,16,Alibaba Group Holding Limited
US-2020133938-A1,14/02/2018,16,Alibaba Group Holding Limited
US-2020213085-A1,14/06/2017,42,nChain Holdings Limited
US-11016962-B2,20/08/2019,14,"Advanced New Technologies Co., Ltd."
US-2019327082-A1,24/04/2018,36,Duvon Corporation
